Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
Diciembre 10 2024,Factura,8648,22200,Enero 09 2025,27,1418365.33,1418365.33,1418365.33
Diciembre 13 2024,Factura,8722,22202,Enero 12 2025,24,1419387.84,2837753.17,2837753.17
Diciembre 18 2024,Factura,8796,22008,Enero 17 2025,19,1429334.09,4267087.26,4267087.26
Diciembre 23 2024,Factura,8850,22203,Enero 22 2025,14,1429805.76,5696893.02,5696893.02
Diciembre 30 2024,Factura,8950,22007,Enero 29 2025,7,1427227.09,7124120.11,7124120.11
Enero 06 2025,Factura,9054,22204,Febrero 05 2025,0,1416633.59,8540753.70
Enero 20 2025,Factura,9286,23285,Febrero 19 2025,-14,1487336.43,10028090.13
Enero 20 2025,Factura,9265,22676,Febrero 19 2025,-14,468112.13,10496202.26
Enero 20 2025,Factura,9266,23284,Febrero 19 2025,-14,1481212.37,11977414.63
Enero 20 2025,Factura,9279,22677,Febrero 19 2025,-14,468112.13,12445526.76
Enero 20 2025,Nota Credito,,,,,(568.12),12444958.64
Enero 27 2025,Factura,9377,23287,Febrero 26 2025,-21,1486680.67,13931639.31
Enero 27 2025,Factura,9376,23288,Febrero 26 2025,-21,1489690.73,15421330.04
Enero 30 2025,Factura,9459,23289,Marzo 01 2025,-24,1488759.04,16910089.08
Febrero 03 2025,Factura,9521,23290,Marzo 05 2025,-28,1482366.23,18392455.31
